features,model,acc_mean,acc_std,f1_mean,f1_std,above_73,norm_above_73,acc_mean_above_73
"X1,X3,X5,above_3,above_4",Categorical,0.6138769230769231,0.07910444896561664,0.6638732068933212,0.07447234140144779,0.06,0.07105598175819261,0.0
"X1,X3,X5,above_3,above_5",Categorical,0.5843692307692308,0.08101507493586552,0.6162123641186368,0.08850931401090024,0.04,0.036122097648812246,0.0
"X1,X3,X5,above_3,count_3",Categorical,0.5817846153846155,0.06535319426011249,0.6267698889262135,0.0706921288054535,0.0,0.011667242904534914,0.0
"X1,X3,X5,above_3,count_5",Categorical,0.5843692307692308,0.08101507493586552,0.6162123641186368,0.08850931401090024,0.04,0.036122097648812246,0.0
"X1,X3,X5,above_4,above_5",Categorical,0.6202615384615384,0.0734512050726686,0.648962083117998,0.08001378596330368,0.05,0.0675836087063264,0.0
"X1,X3,X5,above_4,count_3",Categorical,0.6088461538461539,0.07532065575545631,0.6542810666269518,0.07807010513135729,0.05,0.05386202807347995,0.0
"X1,X3,X5,above_4,count_5",Categorical,0.6202615384615384,0.0734512050726686,0.648962083117998,0.08001378596330368,0.05,0.0675836087063264,0.0
"X1,X3,X5,above_5,count_3",Categorical,0.6035999999999999,0.07571019801083759,0.6325228904299023,0.08219731703072027,0.03,0.04750677940041148,0.0
"X1,X3,X5,above_5,count_5",Categorical,0.5916307692307693,0.07930237839393539,0.6208906879353138,0.08829265484971754,0.03,0.04050716460713155,0.0
"X1,X3,X5,count_3,count_5",Categorical,0.6035999999999999,0.07571019801083759,0.6325228904299023,0.08219731703072027,0.03,0.04750677940041148,0.0
"X1,X3,above_3,above_4,above_5",Categorical,0.6235846153846153,0.0799716088674729,0.6569867370167453,0.07839603323876675,0.06,0.09164970688742347,0.0
"X1,X3,above_3,above_4,count_3",Categorical,0.6129846153846154,0.07710695561069894,0.6648040067748983,0.07436511641173582,0.07,0.06456111953604604,0.0
"X1,X3,above_3,above_4,count_5",Categorical,0.6235846153846153,0.0799716088674729,0.6569867370167453,0.07839603323876675,0.06,0.09164970688742347,0.0
"X1,X3,above_3,above_5,count_3",Categorical,0.5774307692307693,0.07113319617192197,0.6142770983277452,0.08028905219949316,0.03,0.01598287359453965,0.0
"X1,X3,above_3,above_5,count_5",Categorical,0.5817692307692308,0.07143412573501988,0.6105682728452,0.08011161598759464,0.02,0.01899005110501506,0.0
"X1,X3,above_3,count_3,count_5",Categorical,0.5774307692307693,0.07113319617192197,0.6142770983277452,0.08028905219949316,0.03,0.01598287359453965,0.0
"X1,X3,above_4,above_5,count_3",Categorical,0.6271230769230769,0.07910135958855194,0.6560096114826298,0.0854322267274275,0.09,0.09670269381928254,0.0
"X1,X3,above_4,above_5,count_5",Categorical,0.6206923076923077,0.08651473178926261,0.6480687664207505,0.08584618176681028,0.09,0.10321239394797166,0.0
"X1,X3,above_4,count_3,count_5",Categorical,0.6271230769230769,0.07910135958855194,0.6560096114826298,0.0854322267274275,0.09,0.09670269381928254,0.0
"X1,X3,above_5,count_3,count_5",Categorical,0.5976461538461538,0.08105588838215345,0.61885538598012,0.0896028773438762,0.06,0.051248017717945515,0.0
"X1,X5,above_3,above_4,above_5",Categorical,0.608276923076923,0.08223844103235392,0.6439492811576157,0.08703365371858507,0.09,0.06942010056568015,0.0
"X1,X5,above_3,above_4,count_3",Categorical,0.6123692307692308,0.07988273061737171,0.6658465866427314,0.07740874694037919,0.05,0.07043712939280722,0.0
"X1,X5,above_3,above_4,count_5",Categorical,0.608276923076923,0.08223844103235392,0.6439492811576157,0.08703365371858507,0.09,0.06942010056568015,0.0
"X1,X5,above_3,above_5,count_3",Categorical,0.6005076923076923,0.0666685007637253,0.6286289067805597,0.07640715732355727,0.01,0.026048510413918535,0.0
"X1,X5,above_3,above_5,count_5",Categorical,0.5944307692307692,0.08092330505963748,0.6269534411526058,0.08497909997286984,0.05,0.046939609860378706,0.0
"X1,X5,above_3,count_3,count_5",Categorical,0.6005076923076923,0.0666685007637253,0.6286289067805597,0.07640715732355727,0.01,0.026048510413918535,0.0
"X1,X5,above_4,above_5,count_3",Categorical,0.6255538461538461,0.0800487706368647,0.6570481602979598,0.08379853022842064,0.08,0.09598363268080701,0.0
"X1,X5,above_4,above_5,count_5",Categorical,0.6027538461538461,0.08108474491535486,0.6296224918531538,0.08067435885054494,0.07,0.058289221980816985,0.0
"X1,X5,above_4,count_3,count_5",Categorical,0.6255538461538461,0.0800487706368647,0.6570481602979598,0.08379853022842064,0.08,0.09598363268080701,0.0
"X1,X5,above_5,count_3,count_5",Categorical,0.6187846153846153,0.07629661675205952,0.6406658946996449,0.08439444552520786,0.04,0.07246559024388222,0.0
